Glassdoor Review Page,supposed_n_reviews,supposed_n_pages,% pages,Running Sum
https://www.glassdoor.com/Reviews/Delta-Air-Lines-Reviews-E197.htm,5483,549,0.003019403,0.430289731
https://www.glassdoor.com/Reviews/Convergys-Reviews-E8348.htm,5479,548,0.003013904,0.433303634
https://www.glassdoor.com/Reviews/Humana-Reviews-E340.htm,5454,546,0.003002904,0.436306538
https://www.glassdoor.com/Reviews/Progressive-Insurance-Reviews-E546.htm,5390,539,0.002964405,0.439270943
https://www.glassdoor.com/Reviews/WTW-Reviews-E1122768.htm,5284,529,0.002909407,0.44218035
https://www.glassdoor.com/Reviews/Caterpillar-Reviews-E137.htm,5277,528,0.002903907,0.445084257
https://www.glassdoor.com/Reviews/HCA-Healthcare-Reviews-E2062.htm,5266,527,0.002898407,0.447982665
https://www.glassdoor.com/Reviews/DaVita-Reviews-E5367.htm,5261,527,0.002898407,0.450881072
https://www.glassdoor.com/Reviews/Papa-John-s-Reviews-E2363.htm,5215,522,0.002870908,0.45375198
https://www.glassdoor.com/Reviews/Texas-Roadhouse-Reviews-E18664.htm,5209,521,0.002865408,0.456617388
https://www.glassdoor.com/Reviews/Aon-Reviews-E53.htm,5199,520,0.002859908,0.459477297
https://www.glassdoor.com/Reviews/Jacobs-Reviews-E913.htm,5149,515,0.002832409,0.462309706
https://www.glassdoor.com/Reviews/Sonic-Reviews-E1303.htm,5143,515,0.002832409,0.465142115
https://www.glassdoor.com/Reviews/S-and-P-Global-Reviews-E1259396.htm,5121,513,0.00282141,0.467963525
https://www.glassdoor.com/Reviews/AutoZone-Reviews-E610.htm,5119,512,0.00281591,0.470779435
https://www.glassdoor.com/Reviews/H-and-R-Block-Reviews-E303.htm,5118,512,0.00281591,0.473595345
https://www.glassdoor.com/Reviews/Emerson-Reviews-E225.htm,5059,506,0.002782911,0.476378256
https://www.glassdoor.com/Reviews/Cummins-Reviews-E187.htm,5043,505,0.002777411,0.479155667
https://www.glassdoor.com/Reviews/MetLife-Reviews-E2899.htm,5026,503,0.002766411,0.481922078
https://www.glassdoor.com/Reviews/Yahoo-Reviews-E5807.htm,4880,488,0.002683914,0.484605993
https://www.glassdoor.com/Reviews/Cintas-Reviews-E1256.htm,4860,486,0.002672914,0.487278907
https://www.glassdoor.com/Reviews/Halliburton-Reviews-E307.htm,4830,483,0.002656415,0.489935322
https://www.glassdoor.com/Reviews/McKesson-Reviews-E434.htm,4733,474,0.002606917,0.492542239
https://www.glassdoor.com/Reviews/EXL-Service-Reviews-E37901.htm,4648,465,0.002557418,0.495099657
https://www.glassdoor.com/Reviews/Urban-Outfitters-Reviews-E2372.htm,4637,464,0.002551918,0.497651575
https://www.glassdoor.com/Reviews/Kraft-Heinz-Company-Reviews-E1026712.htm,4619,462,0.002540919,0.500192494
https://www.glassdoor.com/Reviews/Micron-Technology-Reviews-E1648.htm,4548,455,0.00250242,0.502694914
https://www.glassdoor.com/Reviews/Visa-Inc-Reviews-E3035.htm,4533,454,0.00249692,0.505191834
https://www.glassdoor.com/Reviews/Stryker-Reviews-E1918.htm,4523,453,0.00249142,0.507683254
https://www.glassdoor.com/Reviews/Merck-Reviews-E438.htm,4520,452,0.00248592,0.510169175
https://www.glassdoor.com/Reviews/Cigna-Reviews-E119.htm,4498,450,0.002474921,0.512644095
https://www.glassdoor.com/Reviews/Eaton-Reviews-E221.htm,4459,446,0.002452922,0.515097017
https://www.glassdoor.com/Reviews/The-Cheesecake-Factory-Reviews-E2229.htm,4435,444,0.002441922,0.517538939
https://www.glassdoor.com/Reviews/Adobe-Reviews-E1090.htm,4371,438,0.002408923,0.519947862
https://www.glassdoor.com/Reviews/Charles-Schwab-Reviews-E144.htm,4278,428,0.002353925,0.522301786
https://www.glassdoor.com/Reviews/Sprouts-Farmers-Market-Reviews-E134467.htm,4226,423,0.002326426,0.524628212
https://www.glassdoor.com/Reviews/3M-Reviews-E446.htm,4163,417,0.002293427,0.526921639
https://www.glassdoor.com/Reviews/eBay-Reviews-E7853.htm,4143,415,0.002282427,0.529204065
https://www.glassdoor.com/Reviews/Chevron-Reviews-E13524.htm,4135,414,0.002276927,0.531480993
https://www.glassdoor.com/Reviews/BlackRock-Reviews-E9331.htm,4062,407,0.002238428,0.533719421
https://www.glassdoor.com/Reviews/Aetna-Reviews-E16.htm,4060,406,0.002232929,0.53595235
https://www.glassdoor.com/Reviews/Quest-Diagnostics-Reviews-E6655.htm,4041,405,0.002227429,0.538179778
https://www.glassdoor.com/Reviews/Advance-Auto-Parts-Reviews-E8708.htm,4043,405,0.002227429,0.540407207
https://www.glassdoor.com/Reviews/Mastercard-Reviews-E3677.htm,4033,404,0.002221929,0.542629136
https://www.glassdoor.com/Reviews/Fastenal-Reviews-E1391.htm,4030,403,0.002216429,0.544845565
https://www.glassdoor.com/Reviews/Northern-Trust-Reviews-E1710.htm,4022,403,0.002216429,0.547061994
https://www.glassdoor.com/Reviews/Elevance-Health-Reviews-E925157.htm,3960,396,0.00217793,0.549239924
https://www.glassdoor.com/Reviews/ExxonMobil-Reviews-E237.htm,3946,395,0.00217243,0.551412355
https://www.glassdoor.com/Reviews/HARMAN-Reviews-E315.htm,3866,387,0.002128432,0.553540787
https://www.glassdoor.com/Reviews/Citrix-Reviews-E5432.htm,3859,386,0.002122932,0.555663719
https://www.glassdoor.com/Reviews/Texas-Instruments-Reviews-E651.htm,3760,376,0.002067934,0.557731653
https://www.glassdoor.com/Reviews/Centene-Reviews-E13542.htm,3624,363,0.001996436,0.559728089
https://www.glassdoor.com/Reviews/John-Deere-Reviews-E195.htm,3599,360,0.001979937,0.561708025
https://www.glassdoor.com/Reviews/Express-Reviews-E14597.htm,3593,360,0.001979937,0.563687962
https://www.glassdoor.com/Reviews/Prudential-Reviews-E2944.htm,3577,358,0.001968937,0.565656899
https://www.glassdoor.com/Reviews/Foot-Locker-Reviews-E238.htm,3553,356,0.001957937,0.567614836
https://www.glassdoor.com/Reviews/Citizens-Reviews-E13640.htm,3478,348,0.001913939,0.569528775
https://www.glassdoor.com/Reviews/Ecolab-Reviews-E222.htm,3450,345,0.001897439,0.571426214
https://www.glassdoor.com/Reviews/Southwest-Airlines-Reviews-E611.htm,3442,345,0.001897439,0.573323654
https://www.glassdoor.com/Reviews/Juniper-Networks-Reviews-E7224.htm,3443,345,0.001897439,0.575221093
https://www.glassdoor.com/Reviews/SAIC-Reviews-E41130.htm,3450,345,0.001897439,0.577118532
https://www.glassdoor.com/Reviews/Red-Robin-Reviews-E14609.htm,3432,344,0.001891939,0.579010472
https://www.glassdoor.com/Reviews/Cardinal-Health-Reviews-E1227.htm,3430,343,0.00188644,0.580896911
https://www.glassdoor.com/Reviews/Discover-Reviews-E13990.htm,3380,338,0.001858941,0.582755852
https://www.glassdoor.com/Reviews/O-Reilly-Auto-Parts-Reviews-E2328.htm,3354,336,0.001847941,0.584603793
https://www.glassdoor.com/Reviews/Mondel%C4%93z-International-Reviews-E628257.htm,3342,335,0.001842441,0.586446234
https://www.glassdoor.com/Reviews/Broadcom-Reviews-E6926.htm,3317,332,0.001825942,0.588272175
https://www.glassdoor.com/Reviews/FactSet-Reviews-E6066.htm,3313,332,0.001825942,0.590098117
https://www.glassdoor.com/Reviews/Maximus-Reviews-E6725.htm,3310,331,0.001820442,0.591918559
https://www.glassdoor.com/Reviews/Sysco-Reviews-E634.htm,3261,327,0.001798442,0.593717001
https://www.glassdoor.com/Reviews/Becton-Dickinson-and-Company-Reviews-E88.htm,3233,324,0.001781943,0.595498944
https://www.glassdoor.com/Reviews/Grainger-Reviews-E711.htm,3202,321,0.001765444,0.597264388
https://www.glassdoor.com/Reviews/The-Hartford-Reviews-E4314.htm,3132,314,0.001726945,0.598991332
https://www.glassdoor.com/Reviews/SunTrust-Reviews-E631.htm,3127,313,0.001721445,0.600712777
https://www.glassdoor.com/Reviews/Whirlpool-Corporation-Reviews-E732.htm,3111,312,0.001715945,0.602428722
https://www.glassdoor.com/Reviews/Williams-Sonoma-Inc-Reviews-E2043.htm,3105,311,0.001710445,0.604139168
https://www.glassdoor.com/Reviews/Leidos-Reviews-E730545.htm,3105,311,0.001710445,0.605849613
https://www.glassdoor.com/Reviews/Boston-Scientific-Reviews-E2187.htm,3091,310,0.001704945,0.607554558
https://www.glassdoor.com/Reviews/Autodesk-Reviews-E1155.htm,3058,306,0.001682946,0.609237504
https://www.glassdoor.com/Reviews/R-R-Donnelley-Reviews-E554.htm,3018,302,0.001660947,0.610898451
https://www.glassdoor.com/Reviews/Western-Digital-Reviews-E1067.htm,3005,301,0.001655447,0.612553898
https://www.glassdoor.com/Reviews/AMD-Reviews-E15.htm,3005,301,0.001655447,0.614209345
https://www.glassdoor.com/Reviews/Fifth-Third-Reviews-E1395.htm,2999,300,0.001649947,0.615859293
https://www.glassdoor.com/Reviews/Amgen-Reviews-E1130.htm,2981,299,0.001644447,0.61750374
https://www.glassdoor.com/Reviews/Eli-Lilly-and-Company-Reviews-E223.htm,2983,299,0.001644447,0.619148187
https://www.glassdoor.com/Reviews/Red-Hat-Reviews-E8868.htm,2957,296,0.001627948,0.620776135
https://www.glassdoor.com/Reviews/General-Mills-Reviews-E278.htm,2944,295,0.001622448,0.622398583
https://www.glassdoor.com/Reviews/WM-Reviews-E2094.htm,2950,295,0.001622448,0.624021031
https://www.glassdoor.com/Reviews/Baker-Hughes-Reviews-E1902699.htm,2932,294,0.001616948,0.62563798
https://www.glassdoor.com/Reviews/Rackspace-Technology-Reviews-E11783.htm,2935,294,0.001616948,0.627254928
https://www.glassdoor.com/Reviews/Big-Lots-Reviews-E177.htm,2922,293,0.001611448,0.628866376
https://www.glassdoor.com/Reviews/Bristol-Myers-Squibb-Reviews-E107.htm,2920,292,0.001605949,0.630472325
https://www.glassdoor.com/Reviews/Regions-Financial-Reviews-E1397.htm,2883,289,0.001589449,0.632061774
https://www.glassdoor.com/Reviews/Baxter-Reviews-E83.htm,2875,288,0.001583949,0.633645723
https://www.glassdoor.com/Reviews/Electronic-Arts-Reviews-E1628.htm,2822,283,0.00155645,0.635202174
https://www.glassdoor.com/Reviews/Est%C3%A9e-Lauder-Companies-Reviews-E2785.htm,2784,279,0.001534451,0.636736624
https://www.glassdoor.com/Reviews/Gallagher-Reviews-E57.htm,2771,278,0.001528951,0.638265576
https://www.glassdoor.com/Reviews/Synopsys-Reviews-E2143.htm,2727,273,0.001501452,0.639767027
https://www.glassdoor.com/Reviews/The-Children-s-Place-Reviews-E7028.htm,2719,272,0.001495952,0.64126298
https://www.glassdoor.com/Reviews/CDK-Global-Reviews-E870191.htm,2696,270,0.001484952,0.642747932
https://www.glassdoor.com/Reviews/AbbVie-Reviews-E649837.htm,2688,269,0.001479453,0.644227385
https://www.glassdoor.com/Reviews/Tractor-Supply-Reviews-E2602.htm,2680,268,0.001473953,0.645701338
https://www.glassdoor.com/Reviews/Teradata-Reviews-E14638.htm,2672,268,0.001473953,0.64717529
https://www.glassdoor.com/Reviews/NetApp-Reviews-E5406.htm,2641,265,0.001457453,0.648632744
https://www.glassdoor.com/Reviews/Coach-Reviews-E12070.htm,2630,263,0.001446454,0.650079197
https://www.glassdoor.com/Reviews/Travelers-Reviews-E1904.htm,2601,261,0.001435454,0.651514652
https://www.glassdoor.com/Reviews/Republic-Services-Reviews-E8328.htm,2593,260,0.001429954,0.652944606
https://www.glassdoor.com/Reviews/CACI-International-Reviews-E1201.htm,2591,260,0.001429954,0.65437456
https://www.glassdoor.com/Reviews/Ameriprise-Reviews-E15316.htm,2586,259,0.001424454,0.655799014
https://www.glassdoor.com/Reviews/Ingram-Micro-Reviews-E5794.htm,2587,259,0.001424454,0.657223469
https://www.glassdoor.com/Reviews/Allscripts-Reviews-E4625.htm,2552,256,0.001407955,0.658631424
https://www.glassdoor.com/Reviews/KeyBank-Reviews-E381.htm,2529,253,0.001391455,0.660022879
https://www.glassdoor.com/Reviews/Stanley-Black-and-Decker-Reviews-E350350.htm,2506,251,0.001380456,0.661403335
https://www.glassdoor.com/Reviews/J-B-Hunt-Transport-Reviews-E1540.htm,2493,250,0.001374956,0.662778291
https://www.glassdoor.com/Reviews/DuPont-Reviews-E215.htm,2484,249,0.001369456,0.664147747
https://www.glassdoor.com/Reviews/National-Oilwell-Varco-Reviews-E3306.htm,2481,249,0.001369456,0.665517203
https://www.glassdoor.com/Reviews/C-H-Robinson-Reviews-E7124.htm,2479,248,0.001363956,0.66688116
https://www.glassdoor.com/Reviews/Union-Pacific-Reviews-E691.htm,2464,247,0.001358457,0.668239616
https://www.glassdoor.com/Reviews/NVIDIA-Reviews-E7633.htm,2421,243,0.001336457,0.669576074
https://www.glassdoor.com/Reviews/The-TJX-Companies-Inc-Reviews-E639.htm,2389,239,0.001314458,0.670890532
https://www.glassdoor.com/Reviews/Akamai-Reviews-E9219.htm,2368,237,0.001303458,0.67219399
https://www.glassdoor.com/Reviews/Kindred-Hospitals-Reviews-E8220.htm,2354,236,0.001297958,0.673491948
https://www.glassdoor.com/Reviews/Korn-Ferry-Reviews-E5644.htm,2327,233,0.001281459,0.674773407
https://www.glassdoor.com/Reviews/BB-and-T-Reviews-E1893.htm,2320,232,0.001275959,0.676049366
https://www.glassdoor.com/Reviews/Paramount-Reviews-E40260.htm,2312,232,0.001275959,0.677325326
https://www.glassdoor.com/Reviews/Chubb-Reviews-E150.htm,2304,231,0.001270459,0.678595785
https://www.glassdoor.com/Reviews/Paychex-Reviews-E1762.htm,2307,231,0.001270459,0.679866244
https://www.glassdoor.com/Reviews/Darden-Reviews-E4160.htm,2291,230,0.00126496,0.681131204
https://www.glassdoor.com/Reviews/ABM-Industries-Reviews-E32.htm,2299,230,0.00126496,0.682396163
https://www.glassdoor.com/Reviews/Assurant-Reviews-E13793.htm,2283,229,0.00125946,0.683655623
https://www.glassdoor.com/Reviews/Philip-Morris-International-Reviews-E7745.htm,2261,227,0.00124846,0.684904083
https://www.glassdoor.com/Reviews/Rockwell-Automation-Reviews-E567.htm,2258,226,0.00124296,0.686147043
https://www.glassdoor.com/Reviews/Cinemark-Reviews-E3612.htm,2241,225,0.00123746,0.687384504
https://www.glassdoor.com/Reviews/Popeyes-Reviews-E14706.htm,2243,225,0.00123746,0.688621964
https://www.glassdoor.com/Reviews/francesca-s-Reviews-E233550.htm,2242,225,0.00123746,0.689859424
https://www.glassdoor.com/Reviews/Jack-in-the-Box-Reviews-E1373.htm,2233,224,0.001231961,0.691091385
https://www.glassdoor.com/Reviews/Under-Armour-Reviews-E15422.htm,2227,223,0.001226461,0.692317846
https://www.glassdoor.com/Reviews/Seagate-Technology-Reviews-E1864.htm,2198,220,0.001209961,0.693527807
https://www.glassdoor.com/Reviews/Pitney-Bowes-Reviews-E535.htm,2172,218,0.001198962,0.694726769
https://www.glassdoor.com/Reviews/JetBlue-Reviews-E11385.htm,2164,217,0.001193462,0.695920231
https://www.glassdoor.com/Reviews/Kimberly-Clark-Reviews-E383.htm,2141,215,0.001182462,0.697102693
https://www.glassdoor.com/Reviews/Ruby-Tuesday-Reviews-E1670.htm,2145,215,0.001182462,0.698285155
https://www.glassdoor.com/Reviews/Gannett-Reviews-E272.htm,2138,214,0.001176962,0.699462117
https://www.glassdoor.com/Reviews/Rent-A-Center-Reviews-E3914.htm,2139,214,0.001176962,0.70063908
https://www.glassdoor.com/Reviews/Tyson-Foods-Reviews-E1975.htm,2126,213,0.001171463,0.701810542
https://www.glassdoor.com/Reviews/KBR-Reviews-E18604.htm,2122,213,0.001171463,0.702982005
https://www.glassdoor.com/Reviews/BJ-s-Restaurants-Reviews-E6490.htm,2113,212,0.001165963,0.704147967
https://www.glassdoor.com/Reviews/Ryder-System-Reviews-E575.htm,2106,211,0.001160463,0.70530843
https://www.glassdoor.com/Reviews/TE-Connectivity-Reviews-E18055.htm,2095,210,0.001154963,0.706463393
https://www.glassdoor.com/Reviews/Huntington-National-Bank-Reviews-E1496.htm,2093,210,0.001154963,0.707618356
https://www.glassdoor.com/Reviews/Frontier-Reviews-E131305.htm,2095,210,0.001154963,0.708773319
https://www.glassdoor.com/Reviews/Broadridge-Reviews-E42559.htm,2075,208,0.001143963,0.709917283
https://www.glassdoor.com/Reviews/Equifax-Reviews-E232.htm,2011,202,0.001110964,0.711028247
https://www.glassdoor.com/Reviews/Parker-Hannifin-Reviews-E517.htm,2007,201,0.001105465,0.712133712
https://www.glassdoor.com/Reviews/Starwood-Hotels-and-Resorts-Reviews-E335.htm,2007,201,0.001105465,0.713239176
https://www.glassdoor.com/Reviews/Western-Union-Reviews-E14655.htm,1945,195,0.001072466,0.714311642
https://www.glassdoor.com/Reviews/Air-Canada-Reviews-E42672.htm,1939,194,0.001066966,0.715378608
https://www.glassdoor.com/Reviews/Gap-Inc-Reviews-E1070099.htm,1933,194,0.001066966,0.716445574
https://www.glassdoor.com/Reviews/Carter-s-Reviews-E6540.htm,1940,194,0.001066966,0.71751254
https://www.glassdoor.com/Reviews/Express-Scripts-Reviews-E2212.htm,1925,193,0.001061466,0.718574006
https://www.glassdoor.com/Reviews/Eastman-Reviews-E2452.htm,1918,192,0.001055966,0.719629972
https://www.glassdoor.com/Reviews/Ralph-Lauren-Reviews-E2937.htm,1914,192,0.001055966,0.720685938
https://www.glassdoor.com/Reviews/Cabela-s-Reviews-E9193.htm,1918,192,0.001055966,0.721741904
https://www.glassdoor.com/Reviews/Avon-Reviews-E67.htm,1916,192,0.001055966,0.72279787
https://www.glassdoor.com/Reviews/Guess-Reviews-E3209.htm,1916,192,0.001055966,0.723853837
https://www.glassdoor.com/Reviews/National-Instruments-Reviews-E4030.htm,1907,191,0.001050466,0.724904303
https://www.glassdoor.com/Reviews/Finishline-Reviews-E2214.htm,1901,191,0.001050466,0.725954769
https://www.glassdoor.com/Reviews/Agilent-Technologies-Reviews-E9711.htm,1899,190,0.001044967,0.726999736
https://www.glassdoor.com/Reviews/Steak-n-Shake-Reviews-E1296.htm,1892,190,0.001044967,0.728044703
https://www.glassdoor.com/Reviews/Chico-s-FAS-Reviews-E2296.htm,1888,189,0.001039467,0.729084169
https://www.glassdoor.com/Reviews/Molina-Healthcare-Reviews-E15828.htm,1858,186,0.001022967,0.730107137
https://www.glassdoor.com/Reviews/Signet-Jewelers-Reviews-E5758.htm,1841,185,0.001017467,0.731124604
https://www.glassdoor.com/Reviews/Cadence-Design-Systems-Reviews-E1217.htm,1849,185,0.001017467,0.732142071
https://www.glassdoor.com/Reviews/Motorola-Solutions-Reviews-E427189.htm,1815,182,0.001000968,0.733143039
https://www.glassdoor.com/Reviews/The-Buckle-Reviews-E2209.htm,1820,182,0.001000968,0.734144007
https://www.glassdoor.com/Reviews/Aaron-s-Reviews-E1083.htm,1791,180,0.000989968,0.735133976
https://www.glassdoor.com/Reviews/Fossil-Group-Reviews-E2319.htm,1800,180,0.000989968,0.736123944
