page,rating_overall,employment_status,review_title,review_link,review_date,employee_job,employee_loc,review_pros,review_cons,review_advice_mgmt,flag_incomplete,rating_components.Work/Life Balance,rating_components.Career Opportunities,rating_components.Compensation and Benefits,rating_components.Senior Management,summary_views.Recommend,summary_views.CEO Approval,summary_views.Business Outlook,supposed_n_reviews,Glassdoor Review Page,rating_components.Culture & Values
2,3.0,Current Employee,working at tesco,/Reviews/Employee-Review-Tesco-RVW279690.htm,"Sep 3, 2009",,,"rest of colleagues were quite nice to me at all times, overall tesco is not a bad place to work for","the hours were too messy, never 2 days off together and always working during the day, it was ok to work there during college though","I have no advice to give to management, they were ok to me and they treated me quite well most of the time",0,2,2,2,2,negative,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,2.0,Current Employee,Not sure what to put here really it was memorable,/Reviews/Employee-Review-Tesco-RVW329883.htm,"Nov 23, 2009",,,"I had about three years of working here, great people but what a mission it was to deal with the customers.",As I said it was the customers that were the real downside to working here.,Not sure you seem to be doing alright,0,css-11rm5hs,4,3,css-z2gtf,negative,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,3.0,Current Employee,Test manager Role,/Reviews/Employee-Review-Tesco-RVW330371.htm,"Nov 24, 2009",Testing Manager,Bangalore,"Excellnet work life balance, good retail competancy","career movement is slow, preference to tamilians","be nrutral and impartial, pay as per the market,",0,4,2,2,2,blank,blank,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,4.0,Current Employee,good place to work in tesco,/Reviews/Employee-Review-Tesco-RVW358733.htm,"Jan 7, 2010",,,good enviorinment and Tesco for Every little helps and treat how you like to be treated,salary is the main concern,salary should be equal to everybody whose within the same designation,0,3,css-11rm5hs,3,3,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,5.0,Current Employee,CSA - Electrical Desk,/Reviews/Employee-Review-Tesco-RVW430832.htm,"Mar 14, 2010",Customer Service Assistant - Electircal Desk,"Aberdeen, Scotland","Friendly Atmopshere, Good staff benefits with a 10% discount all year round including extra monthy  discount vouchers with the payslips.

There is a great chance to work your way up the ladder in Tesco with excellent options to progress.","Senior team don't seem to want to communicate with the general customer assistants. During busy times of year ie. christmas all of the departments need to help each other as we are ""ONE TEAM"" but this doesn't often happen.","Senior Team really need to communicate with the ""little"" staff just as must as they do with the department managers as if it wasn't for the Customer Assistants they would'nt have a job either.",0,css-1areqgb,css-1areqgb,css-1areqgb,3,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,1.0,Current Employee,tesco,/Reviews/Employee-Review-Tesco-RVW498107.htm,"May 14, 2010",,,"flexible hours (if not in busy periods). making friendships, although the store in general along with the senior members are quite harsh, usually i found that the general customer assistants were much more down to earth and friendly to new starters.","management are very self satisfied and selfish, this applies generally really. amount of 'on date' stock. availability levels, length of breaks, not enough easy access for staff to cafe areas.","when you are doing your everyday job, whether you are a manager in payroll, or maybe in dotcom, just remember that there are actually other workers in the store who work just as hard if not very much harder than you do, and to show them a little consideration also from time to time ey?",0,1,1,css-qt3l8j,css-qt3l8j,negative,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,4.0,Former Employee,"Flexible, Relaxed Environment. Less Technical Exposure",/Reviews/Employee-Review-Tesco-RVW548402.htm,"Jun 28, 2010",Software Engineer,Bangalore,"1. Good Work/Life Balance with Work from home and flexible hours
2. Stress-free environment since client is internal
3. Employment-friendly policies
4. Frequent onsites
5. Fantastic campus","1. Technical exposure is not as good as you can get in the service companies
2. Pay hikes and compensation is very poor although lateral hires get paid more
3. Very very incompetent senior management who wakes up once in a fortnight for the sole purpose of some Manager-TL Bashing","Overall good job done!
There are simply too many managers around. A team of 10 doesnt need more than one manager at any rate.
The latest cost cutting measures taken just makes the brand Tesco sound cheap.
Bring it back to what it was 2-3 years ago",0,5,3,css-z2gtf,2,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,1.0,Current Employee,Management is the problem,/Reviews/Employee-Review-Tesco-RVW552941.htm,"Jul 1, 2010",Team Leader,"Wokingham, England","Tesco are flexible and have supported me through everything!
Tesco Management course is fantastic, head and shoulders above the rest","Expectations of staying on after contracted hours
Poor senior management
No support in career development
No exit interview after 5years service, nobody even asked the reason for my resignation","Treat the staff as people, show you care and do not just worry about the current issue at hand.  Staff need to feel you support and care about them.",0,4,1,css-11rm5hs,1,negative,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,3.0,Former Employee,Manage large IT projects,/Reviews/Employee-Review-Tesco-RVW595239.htm,"Aug 5, 2010",Project Manager,,Global Opportunities. Had a very large and competent team to work with in the retail project management space. overall a great organisation,acceptance to change is a big issue. Process integration is very difficult,Accept Change,0,3,3,3,3,blank,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
2,4.0,Current Employee,Good work culture bad pay,/Reviews/Employee-Review-Tesco-RVW606989.htm,"Aug 12, 2010",Senior Software Engineer,Bangalore,"Work culture is good, Management is competent, new technologies training knowledge sharing, fun, and benifits are good campus is good  too","Bad Pay, lower than industry, rest is fine  . . . . . . . . . . . . . .",please increase yhe pay to retain talent.. . . . . . . . . . . . . . . . . .,0,4,4,css-z2gtf,css-11rm5hs,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,1.0,Former Employee,line managers given too much say,/Reviews/Employee-Review-Tesco-RVW613753.htm,"Aug 17, 2010",,,"fairly laid back at first.
ok the work there if you are wanting to get to other places or as an in-between job, reasonable pay.","line managers very disrespectful toward staff
treated as a number as oppose to an individual person
no regard for people acutally having a personal live that does not revolve around working all times of day at the workplace.
no regard for job satisfaction or progression.","care about your workers lower down in the employment ranking more, e.g shelf stackers.
take some empathy in that workers would appreciate a day off once in a while.",0,1,1,css-qt3l8j,1,blank,blank,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,2.0,Current Employee,A company who's reputation seems to  outlive the reality on the ground. Will struggle retaining best quality people,/Reviews/Employee-Review-Tesco-RVW630278.htm,"Aug 30, 2010",BSA,,"Industry Leader in field.
Many different areas","Slow Paced.
Career structure too artificial",Career structure needs to change,0,css-11rm5hs,2,4,4,blank,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,1.0,Current Employee,Crass,/Reviews/Employee-Review-Tesco-RVW648496.htm,"Sep 13, 2010",General Assistant,"Solihull, England","just pays the bills, nothing else","patronising, rudeness, arrogance of gaffers
you can keep complaining about something it will not have any effect whatsoever
gaffer will never do anything for you unless have some (perhaps personal) interest in it
they know everything better and never listen or help you
when something goes wrong it is always your fault, no exceptions
when it turns out to be their fault you never get an apology
to progress in the company you will need a backup of certain people, who are dull but managed to get to the post, it is not exactly strait forward and fair
job targets are unrealistic
no team spirit, it is better not to make friends here","Stop just looking on people like a livestock in the barn, do some work, get your hands dirty full time.
Be helpful and supportive for others instead of threaten all the time and being arrogant or patronising.
Doing anything like one of for half an hour over the the week is not enough to know anything about the job, so don't embarrass yourself and don't tell us that you know anything better about the job.
Don't act as if you are anything special or better than us. You are just more ignorant, rude and  telling rubbish.",0,1,1,1,1,negative,negative,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,3.0,Current Employee,Never again,/Reviews/Employee-Review-Tesco-RVW676649.htm,"Oct 8, 2010",Duty Manager,,The 10% discount after 1years service was useful.,Smaller stores in metro suffer with manager cover. Duty managers regularly are expected to cover late on to early shifts. Which are not suitable for loan parents or employees have children.,People retention would be much better if management consider better working patterns for metro managers.,0,1,3,css-z2gtf,1,negative,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,3.0,Former Employee,Overall an ok place to work,/Reviews/Employee-Review-Tesco-RVW747776.htm,"Dec 20, 2010",,"Belfast, Northern Ireland","Good reputation of company
Stability
Flexible hours
Good work-life balance
Good team atmosphere and encouragement from staff
Reasonably well paid compared to similar jobs","Work can be monotonous
Very large organisation so can feel like a very small part
Little work autonomy
Pay could be better","When offering flexible work programmes to explore other areas of business, make sure that people do want to move.
Improve remuneration.",0,3,css-z2gtf,3,4,blank,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,1.0,Current Employee,Un-appreciated,/Reviews/Employee-Review-Tesco-RVW748305.htm,"Dec 20, 2010",Checkout Assistant,"West Mersea, England","10% off everything, good rates of pay.","No praise given, boring, hard to move up or move departments.",Show some praise to staff lower level as they don't say a word. Not even a thankyou if you help them.,0,1,css-qt3l8j,css-z2gtf,css-qt3l8j,negative,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,4.0,Former Employee,gained great experience and had great development opportunities,/Reviews/Employee-Review-Tesco-RVW768102.htm,"Jan 10, 2011",,,lots of opportunities to move around the business,very large company and quite a lot of politics can get in the way of doing a great job,,0,4,4,css-11rm5hs,4,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,4.0,Current Employee,it a good place to work,/Reviews/Employee-Review-Tesco-RVW802719.htm,"Feb 7, 2011",Store Assistant,,good enviornment and good management,the uniform needs an upgrade,keep up the high standards,0,4,5,5,4,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,3.0,Current Employee,Alright,/Reviews/Employee-Review-Tesco-RVW823399.htm,"Feb 22, 2011",Shelf Stacker,"Swindon, England",The pay is not too bad if you are over 18 and have worked there for a certain amount of time and you also get a 10% discount if you've worked there for over 6 months.,"It is very monotonus working at tesco, my main job is stacking shelves which is very boring but that is the nature of the the job. I also feel there is little opportunity for advancement.",Be more friendly and encouraging to workers. It is often felt that management are sitting high in their ivory tower (in this case behind the cold meat deli).,0,4,2,3,3,blank,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
3,3.0,Current Employee,Repetitive work,/Reviews/Employee-Review-Tesco-RVW826261.htm,"Feb 24, 2011",,,"- 10% tesco discount
- varied tasks which makes working day go fast .e.g. stocking, working on tills, filling labels
- move about, very practical, so not sitting on chair all day in an office i.e. freely roam
- social events, local community projects, charity work
- nice friendly staff","- repetitive tasks
- bad customers, especially those for refunds
- bad shifts - long hours e.g. 9 hour shift
- salary low
- no sense of challenge and personal growth",,0,css-z2gtf,4,4,css-11rm5hs,blank,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,3.0,Current Employee,ok for a student or someone looking to wind down for retirement,/Reviews/Employee-Review-Tesco-RVW834029.htm,"Mar 1, 2011",,"Glasgow, Scotland","the people you work with are generally nice, not the management (with exceptions), social aspect is ok also nights out every so often.","they make out like they are all for work/life balance and time off when you need it etc, they try to talk to you about how you must take holidays off weeks at a time and not a few days here and there!!!! NO they are MY holidays and i will use them as I need to not as you want me to!!!!!!",ensure managers have respect for staff at all levels and not just for the ones they are friends with ensure they are aware of treat as you want to be treated!!!!,0,2,3,3,css-qt3l8j,negative,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,3.0,Current Employee,Investment in staff is needed,/Reviews/Employee-Review-Tesco-RVW854149.htm,"Mar 16, 2011",Line Manager,"Manchester, England","* 10% discount
* options to buy shares through wage
* Good pension
* Free shares every year
* Better benefits and wage than competitors
* Subsidised meals (NOT IN EXPRESS)
* Good training
* Extra holidays at 5, 10 & 15yr anniversarys
* Good holidays","* If the face fits seems to be the key for progression.  
* The goal posts seem to move quite frequently
* Lack of staff in superstore & Extra stores
* Lack of investment in retaining staff
* Personnel managers generally aren't personable, and when staff go to them with issues, it feels like that we are an inconvience
* The divide between night staff and day staff is an us and them culture, but managers do little to improve the divide, nor to sort the issues out for them
* So much pressure is on the night shift, due to the staff shortages on days, the night shift are expected to turn the store round, and get beasted when they don't","Invest in staff at store level.  I shopped in a Metro last week, and over the tannoy all I could hear was for relief staff to the tills, managers to the tills, and there was no staff on the shopfloor to help customers!

Its worse in Extras, I went to my old store, and there was only one memeber of staff on the whole of fresh, and they were trying to carry out reductions, whilst running in the back every ten minutes to get offsales for customers, and it was only 19:30!!!

Sales are down across Extras, I don't know whether the customer footfall is down, or whether they are spending less, but after visiting my old store, I would not shop there again if I could help it!  Poor availabilty, no staff to help customers, and still queues, and apparrently the store is overspent!  this was a store of excellence when I worked there, taking £1.7m a week!

Finally, the night team are never appreciated, or supported.  Don't what can be done, but it can be done better.",0,css-z2gtf,4,4,css-11rm5hs,positive,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,1.0,Former Employee,Working in finance is hard work (high volume and quick speed of delivery) in pressurised and aggressive environment,/Reviews/Employee-Review-Tesco-RVW854504.htm,"Mar 16, 2011",Business Analyst - Finance,"Cheshunt, England","Marmite - you either love it or hate it at Tesco
Pay is good in head office
Opportunities to progress are good - if you are good at your job
Treat employees to team days out.
Good train links to london central (30mins)
lots of International opportunities - I spent a few months in India, Bangalore
You will be moved around quickly if you are good.
People are nice
Calibre of people is very high
Great opportunity to learn new skills and new ways of doing things","Very hard work (Can be quite technical at times, very high volume, requires a very fast pace in turnaround)
People are challenging in terms of push back
Long hours required
People are aggressively managed by peers at all levels WL2-WL4
Not for someone looking for an easy job
Little support from peers and very high expectations
Many people leave after a few months however some people thrive in the environment
Systems dont work too great
Challenges around working with the Bangalore team where the capability of staff is lower, environment has less urgency and culture tolerates errors.
Location of HQ is poor, it is on an old industrial estate where there is a high crime rate in local area and nowhere to eat outside and canteen food is not good.
Difficult to get to work level 3 if you are a WL2 and difficult to get to WL4 if you are WL3 - political","Support staff more,
move staff around if role is not right for the staff talent planning does not work
Provide better tools",0,1,css-z2gtf,4,css-11rm5hs,negative,blank,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,4.0,Current Employee,So far so good!,/Reviews/Employee-Review-Tesco-RVW892146.htm,"Apr 11, 2011",,"Cheshunt, England",People and opportunity to contribute. I join in a role that did not previously exist and I am able to make my own work.,"Lack of focus on long term growth and control. There is a very short term focus on growth, with controls and long term viability not always getting the time it need.","Put some more focus on governance and controls, especially audit. Audit today is not the same as in the past, but a place where well defined controls improve performance and saves money!",0,5,4,3,4,blank,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,4.0,Current Employee,"Great place to work, with an opportunity to get on if you want to",/Reviews/Employee-Review-Tesco-RVW894298.htm,"Apr 12, 2011",Business Systems Analyst,"Welwyn Garden City, England","Intresting Work
Great career opportunity
place where one can build a life long career with challenging roles all the way","Talent Planning is reasonable by doesnt always work
Inconsistnacy in people processes across the company",,0,css-z2gtf,4,3,4,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,2.0,Current Employee,Not Good,/Reviews/Employee-Review-Tesco-RVW921681.htm,"May 2, 2011",,,Big company - good to have on CV,"No feedback structure
Card more about consumers than employees",,0,2,3,3,css-z2gtf,negative,blank,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,3.0,Former Employee,okay,/Reviews/Employee-Review-Tesco-RVW931711.htm,"May 10, 2011",,"Saint Neots, England",Easy to get a job,not many perks compared to other companies,"pay more, more perks, think more about your employees",0,3,3,3,3,blank,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,5.0,Current Employee,Treat people how you like to be treated,/Reviews/Employee-Review-Tesco-RVW932317.htm,"May 10, 2011",Project Manager,Prague,"CEO lives and manages per Tesco values
World of opportunity - if you are up to it - Europe, US and Asia
One of largest retailers in the world - that does make me feel proud!","Not all employees live the values
Sometimes when the shopping trip of my friends was not 100% I get snotty remarks especially in fresh food quality/availability
In CR Tesco used to be upper brand but now it closer to middle to discounter retailers","Reduce the number of ex-pat employees in favor of locally bread talents. 
Review the payroll allocation process to ensure best utilisation of payroll budget  to improve shopping trip for our customers.",0,5,5,4,4,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,3.0,Former Employee,It's fine really,/Reviews/Employee-Review-Tesco-RVW941786.htm,"May 17, 2011",Checkout Operator,"Bath, England","It's a big company and there are quite a few benefits.  Staff get to buy cheap food that is close to it
sell by date after there shift.  I love this - cakes ;)!!!!",Senior management sometimes ignore the points of view of less senior staff.  I have been in meetings where people have had really good ideas but they have been ignored. Most people are really nice but everyone should be listened to.,Be more accepting of others points of view,0,css-z2gtf,css-z2gtf,4,1,blank,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
4,3.0,Former Employee,Good,/Reviews/Employee-Review-Tesco-RVW952384.htm,"May 24, 2011",,,Flexible working hours is a pro,The pay you receive could be better,The pay you receive could be better,0,3,3,3,3,blank,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
5,5.0,Former Employee,fullfilling,/Reviews/Employee-Review-Tesco-RVW967232.htm,"Jun 4, 2011",Team Leader,"Havant, England","friendly staff, good progression routes within the company, excellent health benefits and other benefits including, paid holiday, discount on groceries.","late nights,  demanding customers,  risk of injury",the options programme is good.,0,5,5,4,5,positive,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
5,2.0,Current Employee,Management need to stop behaving like royalty.,/Reviews/Employee-Review-Tesco-RVW971439.htm,"Jun 7, 2011",Sales Assistant,"London, England","the best things about working at tesco is the flexibility of working hours, bue to beingopen 24/7.

tescos staff discout is also useful, especially on such low wages.","the downsides of working here are, the management believe they are special human beings and acknowledging the presence of lesser employees is not important. Therefore a lack of morale pervades the lower ranks. the common courtesy of saying hello is very rare.","treat us like human beings, we are on the shop floor facing the customers, day in day out, keeping your store alive, say hello, be more friendly, it won't cost you a penny.",0,2,2,css-qt3l8j,1,negative,negative,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
5,3.0,Former Employee,unprofessional but adequate for a retail experience,/Reviews/Employee-Review-Tesco-RVW995539.htm,"Jun 24, 2011",General Assistant,"Long Eaton, England","Well paid, good benefits, many hours and much better than some other retail experiences, steady workflow in comparison to conventional 'rush' based retail work","Inept management, very clique based, if you want more hours etc you have to be friends with the right people, some bad policies as regards professional conduct",more professional atttitude would be nice,0,3,3,3,3,blank,neutral,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
5,4.0,Current Employee,"A challening, often demanding company who can offer so much in return - Every Little Helps!",/Reviews/Employee-Review-Tesco-RVW1022342.htm,"Jul 15, 2011",Human Resources Manager,,"If you're prepared to work hard, you really will meet all your own professional targets (no matter how unrealistic you fear they may be)!!",You do work very hard.  Recognition is not always given - everyone who works for Tesco is naturally a high achiever!!,"I would like to see more collaboration across the group - there are some great people working here who's path I'll never cross - sometimes the company feels too big, too anonomous..",0,5,5,5,5,positive,positive,blank,19908,https://www.glassdoor.com/Reviews/Tesco-Reviews-E10250.htm,
